fund_code,price_date,unit_price,investor_count,total_fund_value
FUB,28.04.2026,"705,278",2285,"1416498165,65"
FUM,28.04.2026,"58,770,727",2,"422622176,84"
FUN,28.04.2026,"1,475,396",11,"18103971,23"
FUP,28.04.2026,"102,649,709",2,"450393253,26"
FVL,28.04.2026,"4,376,692",54,"1442044464,19"
FYA,28.04.2026,"54,395",159,"1809430098,54"
FYB,28.04.2026,"93,639,992",9,"186947094,75"
FYD,28.04.2026,"11,989,513",5921,"3751545465,85"
FYF,28.04.2026,"99,761",11,"34987065,01"
FYG,28.04.2026,"15,606,565",2,"89772802,77"
FYH,28.04.2026,"82,570,139",26,"967814096,01"
FYI,28.04.2026,"911,472",196,"40864869,71"
FYM,28.04.2026,"410,411",15,"321635645,32"
FYO,28.04.2026,"1,051,777",1290,"982892411,97"
FYT,28.04.2026,"326,062",99065,"3108139863,13"
FYZ,28.04.2026,"6,241,645",2,"270991498,03"
FZJ,28.04.2026,"5,238,823",2353,"1273251788,00"
FZP,28.04.2026,"6,044,034",657,"1059447791,30"
GA1,28.04.2026,"1,807,586",1551,"350646419,49"
GAC,28.04.2026,"71,084,334",1,"392931235,41"
GAE,28.04.2026,"46,596",15228,"1612992142,97"
GAF,28.04.2026,"1,739,452",1801,"222014209,14"
GAG,28.04.2026,"16,789,862",227,"759147929,55"
GAH,28.04.2026,"11,568,403",3049,"436378357,47"
GAJ,28.04.2026,"59,150,918",1,"469366557,39"
GAL,28.04.2026,"364,041,713",56891,"59492397116,78"
GAN,28.04.2026,"9,008,918",11,"24261556,60"
GAS,28.04.2026,"296,039",2337,"3336964501,63"
GAU,28.04.2026,"6,138,452",5,"1987650883,56"
GAV,28.04.2026,"57,489,986",1,"226568033,11"
GBC,28.04.2026,"281,247",1635,"296769010,26"
GBG,28.04.2026,"509,274",3336,"158198807,40"
GBH,28.04.2026,"4,216,394",2766,"2222029772,03"
GBJ,28.04.2026,"1,546,173",2131,"665881124,92"
GBL,28.04.2026,"770,754",1743,"3072935172,29"
GBN,28.04.2026,"6,091,346",462,"5672633995,40"
GBP,28.04.2026,"66,537,225",2,"3649272005,07"
GBV,28.04.2026,"1,160,605",23183,"2436980726,70"
GBZ,28.04.2026,"3,421,726",3558,"1598636187,49"
GCA,28.04.2026,"67,223,963",2,"778695293,96"
GCC,28.04.2026,"5,305,749",2,"1178196720,66"
GCD,28.04.2026,"3,044,475",13,"424772994,39"
GCI,28.04.2026,"60,097,758",3,"205888668,43"
GCZ,28.04.2026,"57,568,192",1,"11209390,47"
GDJ,28.04.2026,"57,125,921",4,"462801535,19"
GDP,28.04.2026,"62,007,271",1,"1440804051,60"
GEC,28.04.2026,"71,169,264",3,"399372304,64"
GEI,28.04.2026,"102,038,276",11,"3772148749,22"
GEZ,28.04.2026,"56,434,678",1,"374413386,70"
GFB,28.04.2026,"65,241,721",4,"398369669,20"
GFD,28.04.2026,"64,802,493",2,"115371637,64"
GFI,28.04.2026,"49,795,827",3,"1610274506,18"
GFL,28.04.2026,"10,696,408",1,"315404193,69"
GFN,28.04.2026,"73,733,572",3,"853350778,32"
GFY,28.04.2026,"64,431,597",3,"395541769,63"
GGA,28.04.2026,"62,607,949",3,"8162182750,04"
GGC,28.04.2026,"5,272,957",5,"185254790,27"
GGD,28.04.2026,"61,279,873",2,"5847469325,56"
GGK,28.04.2026,"14,081,594",13310,"2860650676,18"
GGM,28.04.2026,"748,645",1,"2562544124,10"
GGN,28.04.2026,"6,391,529",4,"445069389,98"
GGP,28.04.2026,"2,631,713",1,"182298,76"
GGR,28.04.2026,"63,317,472",3,"1511193163,03"
GHS,28.04.2026,"40,061,012",14821,"3303835217,91"
GID,28.04.2026,"1,674,235",2289,"55477996,74"
GIE,28.04.2026,"3,685,982",5148,"94433079,90"
GIH,28.04.2026,"2,470,688",710,"19026847,37"
GJA,28.04.2026,"61,481,443",3,"876931711,94"
GJB,28.04.2026,"10,183,586",1066,"78139899,83"
GJD,28.04.2026,"59,202,569",3,"385319859,64"
GJE,28.04.2026,"58,865,979",2,"136375579,48"
GJF,28.04.2026,"59,653,318",2,"227048222,58"
GJH,28.04.2026,"3,482,475",25838,"140013750146,68"
GJM,28.04.2026,"37,313,512",69,"428502100,59"
GJO,28.04.2026,"55,710,956",1,"544822453,51"
GKE,28.04.2026,"0,00",0,"0,01"
GKF,28.04.2026,"4,811,791",795,"45186802,30"
GKG,28.04.2026,"1,387,728",1341,"45942759,70"
GKH,28.04.2026,"3,975,499",1891,"5812819612,19"
GKK,28.04.2026,"61,033,925",2,"1868712730,09"
GKL,28.04.2026,"15,219,203",4,"856068094,03"
GKM,28.04.2026,"45,333,274",14,"122563947,59"
GKO,28.04.2026,"0,00",0,"0,01"
GKV,28.04.2026,"776,448",3529,"387517422,96"
GL1,28.04.2026,"1,441,879,037",997,"1261713367,75"
GLC,28.04.2026,"4,265,472",72,"16481387,66"
GLG,28.04.2026,"8,315,138",618,"66334204,83"
GLM,28.04.2026,"517,503",11,"260858205,55"
GLP,28.04.2026,"63,127,236",4,"517770916,50"
GLS,28.04.2026,"152,065",1393,"554230251,47"
GLV,28.04.2026,"8,349,328",28,"87127632,13"
GMA,28.04.2026,"193,728",1557,"2513753134,39"
GMC,28.04.2026,"8,741,221",24973,"5131521147,70"
GMD,28.04.2026,"2,561,925",120,"3055112,97"
GME,28.04.2026,"26,719,674",2,"376992664,27"
GMI,28.04.2026,"1,531,997",6215,"537381839,99"
GMM,28.04.2026,"4,506,039",27,"419940076,73"
GMN,28.04.2026,"1,209,288",32,"78680401,07"
GMO,28.04.2026,"2,969,675",4,"2377079193,44"
GMP,28.04.2026,"57,996,541",1,"1515716400,61"
GMR,28.04.2026,"1,374,734",5114,"207685787,56"
GMV,28.04.2026,"0,00",0,"0,01"
GMZ,28.04.2026,"12,928,445",2,"351945728,04"
GNH,28.04.2026,"1,494,492",198,"7249196,16"
GNK,28.04.2026,"64,574,848",1,"442697521,02"
GNL,28.04.2026,"5,642,902",4,"1678559513,20"
GNP,28.04.2026,"1,307,981",5254,"1290961749,87"
GNS,28.04.2026,"1,543,235",1453,"75981837,49"
GNZ,28.04.2026,"1,448,344",462,"1716777,75"
GO1,28.04.2026,"4,308,239",1073,"146567685,37"
GO2,28.04.2026,"4,605,539",580,"33846022,63"
GO3,28.04.2026,"4,701,135",597,"47085136,42"
GO4,28.04.2026,"5,084,248",957,"64759909,49"
GO6,28.04.2026,"3,732,971",4275,"4968830221,68"
GO9,28.04.2026,"2,527,301",1806,"390269540,53"
GOF,28.04.2026,"47,862,417",133,"66089765,44"
GOH,28.04.2026,"16,087,916",8960,"675940194,84"
GOL,28.04.2026,"2,847,045",13547,"5313800752,78"
GOP,28.04.2026,"1,071,925",409,"750726941,49"
GP1,28.04.2026,"3,834,262",1,"175294290,37"
GP3,28.04.2026,"57,416,399",299,"380808066,56"
GPA,28.04.2026,"21,556,958",5658,"773961925,28"
GPB,28.04.2026,"11,119,495",9852,"1223151130,63"
GPC,28.04.2026,"67,029,302",3961,"7450792386,56"
GPF,28.04.2026,"8,286,683",2866,"852105706,93"
GPG,28.04.2026,"14,597,541",2761,"867671687,87"
GPH,28.04.2026,"43,299,193",1,"2538934,78"
GPI,28.04.2026,"16,900,003",3031,"748999445,04"
GPJ,28.04.2026,"53,901,453",2,"883590233,10"
GPL,28.04.2026,"49,435,702",39243,"99624893462,71"
GPM,28.04.2026,"58,022,245",2,"1209014051,46"
GPN,28.04.2026,"1,230,121",2122,"2127132102,89"
GPT,28.04.2026,"2,476,555",2660,"88939065,56"
GPU,28.04.2026,"1,975,046",2717,"402768775,86"
GPV,28.04.2026,"63,163,618",1,"545118445,64"
GPZ,28.04.2026,"1,738,205",212,"8856014802,42"
GRL,28.04.2026,"1,738,956",349,"1017436460,97"
GRO,28.04.2026,"50,332,933",27139,"186611655749,47"
GRT,28.04.2026,"1,580,422",1444,"75513526,77"
GSE,28.04.2026,"60,006,222",106,"1456908890,88"
GSG,28.04.2026,"6,649,309",1,"82271634,83"
GSL,28.04.2026,"3,047,405",1,"294815268,53"
GSO,28.04.2026,"13,513,695",5,"309523004,98"
GSP,28.04.2026,"548,227",13954,"2912119867,72"
GSR,28.04.2026,"53,072,494",2,"246424079,38"
GSU,28.04.2026,"0,00",0,"0,01"
GTA,28.04.2026,"162,072",81497,"28079651585,98"
GTF,28.04.2026,"13,641,337",574,"201597563,46"
GTH,28.04.2026,"1,335,306",397,"10261638,10"
GTK,28.04.2026,"6,350,367",1,"25588596310,09"
GTL,28.04.2026,"119,371",322847,"140544141937,61"
GTM,28.04.2026,"7,884,676",14454,"1201598699,19"
GTN,28.04.2026,"48,772,334",2,"1366236706,96"
GTY,28.04.2026,"579,623",655,"477755567,33"
GTZ,28.04.2026,"1,297,838",70578,"15949904139,85"
GUA,28.04.2026,"5,462,515",1,"1867419775,80"
GUB,28.04.2026,"2,275,677",3477,"2183786648,38"
GUC,28.04.2026,"1,293,992",1,"2801643656,25"
GUH,28.04.2026,"372,132",27149,"2677449216,18"
GUK,28.04.2026,"1,565,812",3362,"1303186370,49"
GUM,28.04.2026,"13,805,142",58637,"8097488143,34"
GUV,28.04.2026,"1,603,527",2100,"626905416,92"
GVA,28.04.2026,"4,175,703",3452,"96783815,48"
GVB,28.04.2026,"63,302,825",3,"3323375536,43"
GVC,28.04.2026,"60,029,479",1,"284495787,14"
GVD,28.04.2026,"19,882,741",1,"439706,81"
GVI,28.04.2026,"5,476,802",5391,"1409594326,16"
GVL,28.04.2026,"62,029,597",3,"488304058,11"
GVZ,28.04.2026,"68,681,904",2,"380041286,09"
GYC,28.04.2026,"3,680,877",1,"15108858787,33"
GYG,28.04.2026,"66,967,458",4,"498779049,10"
GYK,28.04.2026,"102,024",281,"73755940,56"
GYL,28.04.2026,"12,937,847",7708,"1012185552,91"
GYN,28.04.2026,"62,949,141",1,"1297606214,00"
GYR,28.04.2026,"58,752,801",5,"565207230,57"
GZB,28.04.2026,"6,654,081",1,"1264275440,10"
GZD,28.04.2026,"57,781,315",3,"50656763,42"
GZE,28.04.2026,"7,293,581",5304,"1902132214,87"
GZG,28.04.2026,"5,831,169",1622,"425159344,74"
GZH,28.04.2026,"508,845",6439,"430997255,69"
GZJ,28.04.2026,"8,247,938",6082,"1986650790,48"
GZL,28.04.2026,"5,228,925",6208,"346985774,89"
GZM,28.04.2026,"8,255,485",321,"120559258,03"
GZN,28.04.2026,"44,249,026",1718,"445195689,20"
GZO,28.04.2026,"65,757,627",1,"108152752,76"
GZP,28.04.2026,"7,058,517",9804,"4255747085,67"
GZR,28.04.2026,"11,822,878",2194,"1082343016,27"
GZU,28.04.2026,"63,173,841",2,"431455162,47"
GZV,28.04.2026,"7,973,445",1378,"95158454,31"
GZY,28.04.2026,"7,200,594",2337,"64472049,24"
GZZ,28.04.2026,"6,539,842",1294,"61120510,22"
HAE,28.04.2026,"52,173,017",1069,"2358784485,58"
HAG,28.04.2026,"57,716,029",47,"408949001,32"
HAM,28.04.2026,"3,145,239",8996,"1840754059,27"
HAR,28.04.2026,"1,056,247",63,"40302575,70"
HAT,28.04.2026,"1,799,739",120,"8835808,45"
HB1,28.04.2026,"46,966,715",330,"21203710636,12"
HB2,28.04.2026,"54,489,079",188,"10777285413,09"
HBF,28.04.2026,"5,146,552",12743,"7281826263,02"
HBJ,28.04.2026,"2,410,438",1,"241043,75"
HBN,28.04.2026,"4,066,492",1128,"528985509,71"
HBU,28.04.2026,"1,486,429",2867,"474838924,23"
HBV,28.04.2026,"16,079,005",18,"925329549,30"
HCV,28.04.2026,"1,017,312",219,"60663782,19"
HDA,28.04.2026,"2,835,517",775,"413926501,00"
HDE,28.04.2026,"5,434,865",4390,"7984640301,46"
HDH,28.04.2026,"9,267,313,504",18,"34370019216,17"
HDJ,28.04.2026,"5,784,671",11,"14343704,98"
HDK,28.04.2026,"2,805,437",151,"12830490,74"
HDS,28.04.2026,"15,384,664",13,"1544903311,49"
HDV,28.04.2026,"61,987,951",2209,"4313211374,31"
HEH,28.04.2026,"2,914,564",1867,"732527896,68"
HFA,28.04.2026,"293,466",2,"4149112819,61"
HFI,28.04.2026,"1,654,942",158,"47145159,58"
HFR,28.04.2026,"1,510,777",784,"92583142,70"
HFV,28.04.2026,"59,401,788",3371,"8955023687,63"
HFY,28.04.2026,"1,165,118",28,"793270061,30"
HGC,28.04.2026,"4,938,063",196,"313031565,01"
HGH,28.04.2026,"1,786,827",21,"79309099,95"
HGJ,28.04.2026,"13,507,929",11,"6037085,13"
HGM,28.04.2026,"4,016,688",2090,"157990900,26"
HGR,28.04.2026,"1,184,407",343,"55164715,24"
HGT,28.04.2026,"88,622,812",14,"3630287631,59"
HGU,28.04.2026,"4,423,833",2,"2481852412,85"
HGV,28.04.2026,"5,350,727",553,"65178691,62"
HIA,28.04.2026,"138,249",349,"485965249,05"
HIF,28.04.2026,"639,627",23,"1111268,02"
HIH,28.04.2026,"1,429,318",6309,"364741467,48"
HII,28.04.2026,"309,114",1,"1018120059,67"
HIM,28.04.2026,"3,577,958",299,"416664160,92"
HIP,28.04.2026,"191,631",859,"1290420972,89"
HIS,28.04.2026,"3,479,931",12,"1417170,52"
HIZ,28.04.2026,"1,929,524",1130,"182722521,55"
HJA,28.04.2026,"28,832,147",13,"3345100286,83"
HJB,28.04.2026,"4,402,167",1832,"139638421,20"
HKG,28.04.2026,"1,411",999,"35289736,22"
HKH,28.04.2026,"8,506,525",16035,"1773672597,67"
HKJ,28.04.2026,"1,224,342",2657,"12758205081,08"
HKM,28.04.2026,"4,887,955",1591,"167146137,74"
HKP,28.04.2026,"5,558,195",125,"423536524,79"
HKR,28.04.2026,"3,991,721",1845,"1717794857,05"
HKV,28.04.2026,"524,964,202",37364,"3784693718,21"
HLA,28.04.2026,"2,302,078",11,"51388121,23"
HLL,28.04.2026,"337,932",1037933,"42594189032,81"
HLR,28.04.2026,"247,271,971",14,"5837924817,02"
HMC,28.04.2026,"7,585,708",123,"6909381,03"
HME,28.04.2026,"50,579,775",8306,"24944798742,77"
HMG,28.04.2026,"60,821",4753,"1866067893,61"
HMK,28.04.2026,"304,567,654",112,"293181392,04"
HML,28.04.2026,"4,592,988",45,"20181727,20"
HMS,28.04.2026,"103,815",4516,"436547437,46"
HMT,28.04.2026,"6,788,157",22,"567699418,50"
HMV,28.04.2026,"19,295,983",13,"15775369840,04"
HNC,28.04.2026,"1,388,536",109,"14591596,44"
HNS,28.04.2026,"46,633,271",109,"489573798,32"
HOA,28.04.2026,"220,253",3357,"1527643525,04"
HOY,28.04.2026,"329,453",2618,"1230209295,38"
HP3,28.04.2026,"54,123,325",141,"305242456,89"
HPC,28.04.2026,"11,961,039",7,"34546389274,40"
HPD,28.04.2026,"212,726",1564,"343617106,18"
HPF,28.04.2026,"36,846,923",12,"1589912311,75"
HPH,28.04.2026,"211,502",10579,"12811625086,67"
HPI,28.04.2026,"8,095,737",14,"278607357,96"
HPJ,28.04.2026,"3,721,936",1,"73020879,46"
HPL,28.04.2026,"261,464",24,"1185929120,54"
HPO,28.04.2026,"153,128",3049,"1296212691,70"
HPT,28.04.2026,"101,014",10349,"2485800050,55"
HPV,28.04.2026,"6,923,243",341942,"8208834297,44"
HPZ,28.04.2026,"592,661,957",16,"1198955,14"
HRZ,28.04.2026,"2,269,883",8297,"651889923,50"
HSA,28.04.2026,"1,548,314,339",2724,"4167702991,96"
HSL,28.04.2026,"365,371,636",24340,"22570311805,46"
HSP,28.04.2026,"45,219,175",1072,"1944745808,27"
HST,28.04.2026,"920,657",3904,"456606489,35"
HTF,28.04.2026,"1,280,441",534,"7527075104,45"
HTJ,28.04.2026,"1,661,486",152,"8999808,64"
HTS,28.04.2026,"52,300,825",1796,"3158862958,63"
HTZ,28.04.2026,"1,545,358",13,"731300066,53"
HUI,28.04.2026,"86,642,073",1,"2044723111,81"
HUS,28.04.2026,364,12,"2071072,39"
HVA,28.04.2026,"417,676,414",17,"115552268,41"
HVB,28.04.2026,"1,770,088",13,"2032796636,81"
HVC,28.04.2026,"25,779,283",17,"70318948,54"
HVI,28.04.2026,"126,616",498,"49725509,39"
HVK,28.04.2026,"5,077,762",2129,"1127157537,84"
HVL,28.04.2026,"20,450,664",11,"2871273,18"
HVN,28.04.2026,"5,406,813",12,"6136575,60"
HVS,28.04.2026,"1,592,293",10936,"2955765576,63"
HVT,28.04.2026,"4,158,289",2108,"782852481,20"
HVU,28.04.2026,"5,371,115",906,"21523788,88"
HVV,28.04.2026,"6,479,881",1,"3285680726,57"
HVZ,28.04.2026,"6,892,577",2071,"104773926,53"
HYK,28.04.2026,"1,023,248",24,"198045566,75"
HYP,28.04.2026,"9,097,586",60,"23208213,64"
HYU,28.04.2026,"1,595,224",299,"1017541491,23"
HYV,28.04.2026,"5,610,015",7655,"7156026912,02"
HYY,28.04.2026,"12,495,528",1,"6166389156,16"
HZV,28.04.2026,"5,774,786",3,"945878210,15"
IAC,28.04.2026,"4,224,227",1,"2929159217,59"
IAE,28.04.2026,"1,977,137",520,"242490825,94"
IAF,28.04.2026,"869,521",11,"55256200,18"
IAI,28.04.2026,"6,600,932",1,"75219799,17"
IAM,28.04.2026,"1,624,708",3140,"91663316,25"
IAR,28.04.2026,"72,828,677",28,"164199389,43"
IAS,28.04.2026,"2,180,641",17,"3529023263,48"
IAT,28.04.2026,"177,474",8451,"1625111447,92"
IAU,28.04.2026,"2,386,513",299,"38624450,63"
IAY,28.04.2026,"1,525,317",221,"49411618,69"
IBB,28.04.2026,"14,220,486",8755,"1122462375,92"
IBC,28.04.2026,"17,343,966",5,"371661999,21"
IBE,28.04.2026,"22,725,699",12,"752852300,74"
IBG,28.04.2026,"1,454,658",11,"485483416,37"
IBJ,28.04.2026,"60,742,009",23,"737917797,44"
IBK,28.04.2026,"121,243",122422,"210848949,68"
IBM,28.04.2026,"3,564,936",17,"245854351,93"
IBP,28.04.2026,"64,438,772",4,"4310474894,92"
IBR,28.04.2026,"266,272",71,"1551554106,01"
ICA,28.04.2026,"561,071",3445,"725455839,67"
ICC,28.04.2026,"1,270,951",288,"30627869,95"
ICD,28.04.2026,"121,516,108",212,"41338686,22"
ICE,28.04.2026,"113,291,856",5562,"2030350934,28"
ICF,28.04.2026,"187,130,955",552,"19946662,77"
ICG,28.04.2026,"65,618,969",1,"1167430357,47"
ICH,28.04.2026,"2,018,963",1541,"166971076,26"
ICN,28.04.2026,"3,745,665",15,"163865251,96"
ICS,28.04.2026,"47,765,268",67,"43064066,71"
ICV,28.04.2026,"5,524,381",50,"6723105,36"
ICZ,28.04.2026,"8,194,114",22222,"974734255,46"
IDD,28.04.2026,"150,703",25,"31554234,35"
IDF,28.04.2026,"71,805,249",4577,"13391459124,22"
IDH,28.04.2026,"1,260,845",22483,"1067324225,78"
IDI,28.04.2026,"147,616",367,"20002130,84"
IDL,28.04.2026,"5,337,712",3686,"3071210454,94"
IDO,28.04.2026,"54,988,317",14989,"74584126857,68"
IDP,28.04.2026,"1,957,584",29,"193640857,34"
IDV,28.04.2026,"66,184,835",2,"519987511,99"
IDY,28.04.2026,"214,874",3127,"621070356,28"
IED,28.04.2026,"997,118",944,"20597784,36"
IEN,28.04.2026,"1,285,606",135,"52606951,81"
IEV,28.04.2026,"4,852,445",3144,"57135331,64"
IEZ,28.04.2026,"6,169,086",3,"124029002,14"
IFD,28.04.2026,"56,147,346",9,"1122946927,55"
IFN,28.04.2026,"9,634,556",482,"6209664,19"
IFV,28.04.2026,"4,147,444",211,"15631985,45"
IFY,28.04.2026,"6,810,889",1,"136217789,17"
IGF,28.04.2026,"6,326,941",2,"1337022209,42"
IGL,28.04.2026,"512,967,377",17780,"4862719396,10"
IGM,28.04.2026,"61,809,501",3,"1180536559,45"
IGZ,28.04.2026,"10,578,487",3,"2127741535,33"
IHA,28.04.2026,"3,215,063",393,"9609119,27"
IHC,28.04.2026,"6,727,714",337,"270984403,66"
IHK,28.04.2026,"17,326,316",33285,"2036271998,18"
IHP,28.04.2026,"1,736,452",338,"192511421,31"
IHT,28.04.2026,"3,798,665",3720,"87801197,51"
IHV,28.04.2026,"191,877",32,"335080544,42"
IHY,28.04.2026,"7,277,164",1,"147030805,23"
IHZ,28.04.2026,"1,053,392",57,"1598317,53"
IIA,28.04.2026,"6,609,747",11,"2530417421,12"
IIC,28.04.2026,"3,283,773",12,"187323463,22"
IIE,28.04.2026,"8,685,653",5330,"1170602383,96"
IIF,28.04.2026,"1,313,925",14,"437554091,89"
IIH,28.04.2026,"33,325,892",24514,"2321532559,42"
IIN,28.04.2026,"123,644",85,"2365935144,32"
IIP,28.04.2026,"325,711",16,"39236703,49"
IIS,28.04.2026,"92,437,018",202,"3434618502,83"
IJA,28.04.2026,"13,301,667",1350,"214860347,43"
IJB,28.04.2026,"5,870,277",7356,"196197358,26"
IJC,28.04.2026,"14,360,641",23551,"2465140818,10"
IJE,28.04.2026,"63,459,454",4,"33993389,29"
IJF,28.04.2026,"9,851,827",2,"904217740,32"
IJH,28.04.2026,"6,685,146",471,"51578126,40"
IJI,28.04.2026,"9,820,076",26,"68025037,84"
IJK,28.04.2026,"59,675,136",3,"273971535,39"
IJL,28.04.2026,"50,687,316",12,"335407651,64"
IJP,28.04.2026,"7,949,449",13031,"571810056,45"
IJT,28.04.2026,"6,496,584",1496,"425549530,67"
IJV,28.04.2026,"4,983,747",3116,"3198825011,64"
IJZ,28.04.2026,"10,641,588",11519,"508474402,01"
IK2,28.04.2026,"44,731,641",96,"200375656,36"
IKL,28.04.2026,"8,711,369",5393,"202862774,39"
IKP,28.04.2026,"8,809,118",13169,"977602106,17"
IKV,28.04.2026,"1,362,347",1099,"218796128,48"
ILC,28.04.2026,"47,564,672",223,"1330758968,06"
ILE,28.04.2026,"4,576,638",1,"10188389256,57"
ILH,28.04.2026,"3,533,233",11003,"123204284547,94"
ILI,28.04.2026,"5,174,082",16,"453148270,59"
ILM,28.04.2026,"7,086,969",13,"308640653,60"
ILP,28.04.2026,"58,133,895",6,"2909171975,74"
ILU,28.04.2026,"1,072,948",1,"1700154200,04"
ILZ,28.04.2026,"7,583,825",7337,"1053161798,17"
IMB,28.04.2026,"1,236,785",231,"32503488,05"
IMF,28.04.2026,"5,306,791",19,"359640088,98"
IMG,28.04.2026,"46,453,498",144,"927353417,10"
IMH,28.04.2026,"6,248,299",1,"2204445253,53"
IML,28.04.2026,"1,696,673",6455,"1105580978,87"
IMO,28.04.2026,"5,293,879",2,"4546372101,94"
IMS,28.04.2026,"14,595,115",4,"542552235,71"
IMT,28.04.2026,"66,414,077",4,"671278884,93"
IMY,28.04.2026,"69,318,452",6,"1488201097,21"
IMZ,28.04.2026,"69,055,996",4,"286412990,47"
INH,28.04.2026,"13,839,771",503,"358794051,35"
INV,28.04.2026,"42,606,944",1,"1815691802,83"
INZ,28.04.2026,"3,054,687",14,"6110482,34"
IOG,28.04.2026,"14,947,072",23317,"16955810931,47"
IOH,28.04.2026,"48,882,028",30,"125168253,80"
IOJ,28.04.2026,"48,204,289",40,"172877691,96"
IOL,28.04.2026,"62,239,933",1,"890355433,22"
IOM,28.04.2026,"3,977,827",15,"599858911,11"
ION,28.04.2026,"2,781,685",15,"177640603,14"
IOO,28.04.2026,"4,075,653",6513,"29146748621,75"
IOP,28.04.2026,"5,586,263",7367,"7109949275,44"
IOT,28.04.2026,"54,631,314",6,"245979675,63"
IOV,28.04.2026,"53,519,056",1,"530236246,77"
IPA,28.04.2026,"784,324",16,"748996466,12"
IPB,28.04.2026,"851,157",17355,"1255323381,72"
IPC,28.04.2026,"23,489,455",1,"13506436,79"
IPE,28.04.2026,"9,192,648",3,"3829802289,57"
IPF,28.04.2026,"113,441",22,"142425036,29"
IPG,28.04.2026,"9,059,902",1947,"351344426,34"
IPJ,28.04.2026,"19,147,099",18120,"1270232072,62"
IPK,28.04.2026,"49,672,588",1,"2970322934,59"
IPO,28.04.2026,"44,432,968",1,"534371263,54"
IPP,28.04.2026,"167,787",187,"6455425191,32"
IPR,28.04.2026,"31,661,734",1,"19471966,50"
IPU,28.04.2026,"44,837,253",1,"5230876278,03"
IPV,28.04.2026,"73,036,745",12330,"1975509119,48"
IRB,28.04.2026,"116,189",884,"870526169,18"
IRE,28.04.2026,"4,482,134",65,"113276434,85"
IRF,28.04.2026,"6,354,431",1615,"352107361,90"
IRL,28.04.2026,"16,399,997",15,"248717400,99"
IRO,28.04.2026,"1,830,525",46,"21791056,68"
IRT,28.04.2026,"6,769,901",1493,"115413936,00"
IRV,28.04.2026,"6,270,993",40,"279812728,65"
IRY,28.04.2026,"3,524,789",2416,"2111360538,10"
ISR,28.04.2026,"18,189,915",8,"943194941,11"
ISS,28.04.2026,"274,772",7,"213144119,73"
IST,28.04.2026,"171,847",3209,"2052622383,03"
ITA,28.04.2026,"67,692,106",1,"759595666,08"
ITC,28.04.2026,"1,257,723",350,"24875842,06"
ITD,28.04.2026,"63,366,168",1,"2344565468,70"
ITJ,28.04.2026,"10,338,872",11,"408925728,21"
ITL,28.04.2026,"3,995,645",1,"4100602658,17"
ITP,28.04.2026,"11,182,936",10659,"932655266,77"
ITR,28.04.2026,"3,931,304",1,"1031448568,47"
ITV,28.04.2026,"45,151,053",25,"164673747,51"
ITZ,28.04.2026,"56,177,262",3,"1746238007,87"
IUA,28.04.2026,"63,579,337",57,"434279997,45"
IUB,28.04.2026,"66,652,427",3,"320912105,37"
IUC,28.04.2026,"1,930,809",1,"937125393,06"
IUF,28.04.2026,"63,768,911",8276,"22599634971,28"
IUH,28.04.2026,"5,368,283",659,"8911423,53"
IUM,28.04.2026,"6,251,528",1,"379815211,89"
IUN,28.04.2026,"71,032,977",4,"278585370,17"
IUV,28.04.2026,"62,769,471",7057,"23379439516,39"
IUZ,28.04.2026,"421,188",1133,"1225521086,47"
IV2,28.04.2026,"18,531,227",14,"1134833604,84"
IV6,28.04.2026,"60,481,377",1,"1513128526,63"
IV7,28.04.2026,"4,496,859",1,"491527764,76"
IV8,28.04.2026,"2,067,915",130,"29518912,86"
IVA,28.04.2026,"2,539,388",3,"126969403,56"
IVF,28.04.2026,"6,338,245",1346,"179856169,41"
IVS,28.04.2026,"5,416,601",30,"449864047,33"
IVY,28.04.2026,"5,316,158",14916,"813257489,53"
IYB,28.04.2026,"5,753,006",517,"99740148,52"
IYP,28.04.2026,"3,043,661",2,"2333371209,01"
IYR,28.04.2026,"130,669",32,"217164410,78"
IYS,28.04.2026,"129,643",16,"5666739325,46"
