fund_code,fund_name,isin,type_code,annual_management_fee_rate
EPA,EMAA BLUE PORTFÖY PARA PİYASASI KATILIM (TL) FONU,TRYEMAA00038,114,0.900
EPI,EMAA BLUE PORTFÖY İNŞAAT SEKTÖRÜ KATILIM FONU,TRYEMAA00079,114,2.400
EPK,EMAA BLUE PORTFÖY KIYMETLİ MADENLER KATILIM FON SEPETİ FONU,TRYEMAA00020,102,1.950
EPP,EMAA BLUE PORTFÖY PARA PİYASASI SERBEST FON,TRYEMAA00012,108,0.600
ESG,AKTİF PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK SERBEST FON,TRYMKFT00182,108,2.100
EIL,QİNVEST PORTFÖY PARA PİYASASI FONU,TRMAITWWWWW1,107,0.799
EPT,EMAA BLUE PORTFÖY PARA PİYASASI (TL) FONU,TRYEMAA00087,107,0.700
ESP,AURA PORTFÖY EMTİA SERBEST FON,TRYTALP00101,108,2.000
EUN,GARANTİ PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,TRYGAPO01290,108,0.800
EUZ,GARANTİ PORTFÖY SERBEST (DÖVİZ-AVRO) FON,TRYGAPO00490,108,0.600
EVM,DENİZ PORTFÖY ENERJİ VE MADENCİLİK SEKTÖRÜ DEĞİŞKEN FON,TRYDNZP01858,101,2.000
EYT,AKTİF PORTFÖY İKİNCİ FON SEPETİ FONU,TRYMKFT00307,102,1.000
FAK,FONMAP PORTFOY ALTIN KATILIM FONU - TRYFNVP00094,TRYFNVP00094,114,1.200
FAL,ONE PORTFOY ALTIN FONU - TRYGRIP00355,TRYGRIP00355,105,2.000
FBC,ONE PORTFÖY KAR PAYI ÖDEYEN KATILIM FONU,TRYGRIP00140,114,3.000
FBI,FİBA PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TRYFIBP00252,108,1.060
FBV,İŞ PORTFÖY MODEL SERBEST FON,TRYISPO00605,108,2.250
FBZ,FİBA PORTFÖY TEKNOLOJİ SERBEST FON,TRYFIBP00120,108,2.550
FCK,ONE PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYGRIP00173,114,1.500
FD1,ONE PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYGRIP00256,101,2.500
FDG,FONMAP PORTFOY BIRINCI DEGISKEN FON - TRYFNVP00011,TRYFNVP00011,101,1.500
FFH,QNB PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYFIPO00180,114,1.950
FFP,QNB PORTFÖY FON SEPETİ FONU,TRYFIPO00198,102,1.000
FI3,QNB PORTFÖY BORÇLANMA ARAÇLARI FONU,TRMFI3WWWWW2,100,1.789
FIB,FİBA PORTFÖY ALTIN FONU,TRYFIBA00015,105,1.500
FID,FİBA PORTFÖY ÇOKLU VARLIK İKİNCİ DEĞİŞKEN FON,TRYBEUR00025,101,2.920
FIL,FİBA PORTFÖY PARA PİYASASI (TL) FONU,TRYBEUR00017,107,1.200
FIT,FİBA PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,TRYBEUR00033,100,1.950
FJB,FIBA PORTFOY BLOK ZINCIRI TEKNOLOJILERI SERBEST FON - TRYFIBP00161,TRYFIBP00161,108,2.920
FJZ,FİBA PORTFÖY FIRTINA SERBEST (DÖVİZ) FON,TRYFIBP00153,108,0.750
FKE,QNB PORTFÖY KRİSTAL SERBEST (DÖVİZ-AVRO) FON,TRYFIPO00560,108,0.650
FLS,YAPI KREDİ PORTFÖY FLORYA SERBEST (DÖVİZ-AVRO) FON,TRYYAPO00980,108,1.000
FLY,AKTİF PORTFÖY HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,TRYMKFT00455,101,2.000
FMG,QNB PORTFÖY GÜMÜŞ SERBEST FON,TRYFIPO00677,108,2.000
FMV,DENİZ PORTFÖY FMV IŞIK ÜNİVERSİTESİ EĞİTİME DESTEK SERBEST FON,TRYDNZP01692,108,2.000
FNO,QNB PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYFNBK00063,101,2.008
FNT,HEDEF PORTFÖY MODEL HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00599,108,3.000
FP4,ONE PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYGRIP00330,108,3.000
FPE,FİBA PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ)FONU,TRYFIBP00039,100,1.095
FPG,FİBA PORTFÖY GÜMÜŞ SERBEST FON,TRYFIBP00377,108,1.750
FPH,FİBA PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYFIBP00021,104,3.103
FPI,FONMAP PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,TRYFNVP00078,107,1.000
FPK,FİBA PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TRYFIBP00013,100,2.100
FPZ,QNB PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TRYFIPO00065,108,1.300
FS5,ONE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYGRIP00223,108,3.500
FS6,ONE PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ SERBEST FON,TRYGRIP00249,108,3.000
FSF,FİBA PORTFÖY PARA PİYASASI SERBEST (TL) FON,TRYFIBP00070,108,1.200
FSG,FİBA PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYFIBP00229,108,3.400
FSH,FİBA PORTFÖY FON SEPETİ SERBEST FON,TRYFIBP00237,108,2.950
FSK,QNB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,TRYFIPO00123,107,1.300
FSP,FONMAP PORTFÖY SERBEST (DÖVİZ) FON,TRYFNVP00227,108,2.500
FSR,FİBA PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,TRYFIBP00286,108,0.500
FSU,TERA PORTFOY FON SEPETI FONU - TRYTRPY00199,TRYTRPY00199,102,2.500
FTL,ONE PORTFÖY PARA PİYASASI KATILIM FONU,TRYGRIP00322,114,1.250
FUA,AK PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYAKPO01169,104,2.900
FUB,QNB PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,TRYFNBK00022,100,2.250
FYD,QNB PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMFYDWWWWW1,104,2.740
FYI,AZİMUT PORTFÖY 4.0 SERBEST FON,TRYAZIM00093,108,0.525
FYO,QNB PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TRMFYKWWWWW6,100,1.500
FZJ,FİBA PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYFIBP00195,102,2.280
FZP,FİBA PORTFÖY SERBEST FON,TRYFIBP00112,108,1.200
GA1,GARANTİ PORTFÖY  BORÇLANMA ARAÇLARI FONU,TRMGA1WWWWW3,100,2.500
GAE,GARANTİ PORTFÖY BİST30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMGAEWWWWW7,104,2.051
GAF,INVEO PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMGAFWWWWW4,104,2.500
GAG,INVEO PORTFÖY BİRİNCİ SERBEST (DÖVIZ)  FON,TRYGEPO00013,108,1.000
GAH,GARANTİ PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,TRYGAPO00128,101,2.700
GAS,GARANTİ PORTFÖY ÜÇÜNCÜ SERBEST(DÖVİZ) FON,TRYGRAN00100,108,1.000
GBC,AZİMUT PORTFÖY YABANCI HİSSE SENEDİ FONU,TRYGLMK00013,104,2.500
ZPR,ZİRAAT PORTFÖY PARA PİYASASI SERBEST FON,TRYZIPO01103,108,1.000
GBG,INVEO PORTFOY YONETIMI AS G-20 ULKELERI YABANCI HISSE SENEDI FONU (HISSE SENEDI YOGUN FON) - TRYGDKM,TRYGDKM00036,104,2.500
GBH,GARANTİ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYGAPO01209,108,3.200
GBJ,GARANTİ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYGAPO01308,108,3.200
GBN,GARANTİ PORTFÖY BEŞİNCİ SERBEST (TL) FON,TRYGAPO00151,108,1.500
GBV,GARANTİ PORTFÖY BLOCKCHAİN TEKNOLOJİLERİ DEĞİŞKEN FON,TRYGAPO00748,101,2.700
GBZ,AZİMUT PORTFÖY EMTİA FON SEPETİ FONU,TRYAZIM00721,102,2.750
GGK,INVEO PORTFÖY  ALTIN FON,TRYGEPO00104,105,1.500
GHS,GARANTİ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMOSKWWWWW0,104,3.200
GID,GARANTİ PORTFÖY İNŞAAT SEKTÖRÜ DEĞİŞKEN FON,TRYGAPO01357,101,2.900
GIE,GARANTİ PORTFÖY GARANTİ BBVA İKLİM ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01175,104,2.000
GIH,ALLBATROSS PORTFÖY GIDA VE İÇECEK SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYALBT00143,104,2.700
GJB,INVEO PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYGEPO00120,102,0.500
GKF,GLOBAL MD PORTFÖY KATILIM FONU,TRYGMDP00043,114,1.900
GKG,GARANTİ PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01456,104,3.200
GKH,GARANTİ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,TRYGAPO01043,108,1.000
GKV,GARANTİ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01068,104,3.200
GL1,AZİMUT PYŞ BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMGL1WWWWW0,104,3.203
GLC,AKTİF PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TRYGMDP00118,102,1.900
GLG,AKTİF PORTFÖY CAPİTAL HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYGMDP00126,108,3.050
GLS,AZİMUT PORTFÖY  KİRA SERTİFİKALARI (SUKUK) KATILIM FONU,TRYGLMK00047,114,2.400
GMA,AZİMUT PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRMBYKWWWWW5,101,3.203
GMC,TEB PORTFÖY GÜMÜŞ FON SEPETİ FONU,TRYTEBP00260,102,2.190
GMD,GLOBAL MD PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYGMDP00092,102,1.750
GMI,AK PORTFÖY GÜMÜŞ SERBEST FON,TRYAKPO01896,108,2.500
GMN,GLOBAL MD PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,TRYGMDP00209,108,1.000
GMR,INVEO PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYGDKM00010,104,2.500
GNH,GLOBAL MD PORTFÖY ALGORİTMİK MODEL HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYGMDP00167,104,2.900
GNS,GARANTİ PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01415,104,3.200
GO1,ONE PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYGRIP00017,102,2.000
GO2,ONE PORTFÖY KATILIM FON SEPETİ FONU,TRYGRIP00025,102,2.000
GO3,ONE PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TRYGRIP00033,102,2.250
GO4,ONE PORTFÖY DÖRDÜNCÜ FON SEPETİ FONU,TRYGRIP00041,102,2.250
GO6,ONE PORTFÖY PARA PİYASASI (TL) FONU,TRYGRIP00066,107,1.250
GOH,GARANTİ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO00524,104,3.200
GOL,GARANTİ PORTFÖY ALTIN KATILIM FONU,TRYGAPO01274,114,1.950
GOP,GOLDEN GLOBAL PORTFÖY PARA PİYASASI KATILIM FONU,TRYGGLP00014,114,0.700
GPA,GARANTİ PORTFÖY EUROBOND BORÇLANMA ARAÇLARI (DÖVİZ) FONU,TRYGAPO00052,100,2.900
GPB,GARANTİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYGAPO00029,101,2.500
GPC,GARANTİ PORTFÖY İKİNCİ SERBEST ( DÖVİZ ) FON,TRYGAPO00136,108,1.000
GPF,GARANTİ PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYGAPO00011,114,1.830
GPG,INVEO PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYGEPO00039,101,2.280
GPI,GARANTİ PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYGAPO00037,101,2.500
GPL,GARANTİ PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TRYGAPO00060,108,1.000
GPN,GARANTİ PORTFÖY PARA PİYASASI KATILIM (TL) FONU,TRYGAPO01555,114,1.000
GPT,AKTİF PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,TRYMKFT00356,101,2.000
GPU,GARANTİ PORTFÖY ÜÇÜNCÜ DEĞİŞKEN FON,TRYGAPO00045,101,2.500
GPZ,GARANTİ PORTFÖY ÜÇÜNCÜ PARA PİYASASI FONU,TRYGAPO00615,107,0.950
GRL,QNB PORTFÖY AGRESİF SERBEST FON,TRYFIPO00701,108,2.500
GRO,GARANTİ PORTFÖY OTUZUNCU SERBEST (DÖVİZ) FON,TRYGAPO01191,108,0.960
GRT,GARANTİ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01423,104,3.200
GSP,AZİMUT PYŞ KAR PAYI ÖDEYEN HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMGLAWWWWW2,104,3.203
GTA,GARANTİ PORTFÖY ALTIN FONU,TRYGRAN00027,105,1.950
GTF,AZİMUT PYŞ BİRİNCİ BORÇLANMA ARAÇLARI FONU,TRMBD1WWWWW5,100,3.000
GTH,GARANTİ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01407,104,3.200
GTM,GARANTİ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01050,104,3.200
GTY,GARANTİ PORTFÖY TREND SERBEST FON,TRYGAPO00425,108,2.000
GTZ,GARANTİ PORTFÖY GÜMÜŞ FON SEPETİ FONU,TRYGAPO00391,102,2.900
GUB,GARANTİ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TRYGAPO01324,100,2.000
GUH,GARANTİ PORTFÖY YABANCI TEKNOLOJİ HİSSE SENEDİ FONU,TRYGRAN00571,104,3.000
GUK,GARANTİ PORTFÖY GÜMÜŞ KATILIM SERBEST FON,TRYGAPO01571,108,2.500
GUM,AK PORTFÖY GÜMÜŞ FON SEPETI FONU,TRYAKPO00898,102,2.900
GUV,GARANTİ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,TRYGAPO01316,100,2.000
GVA,GARANTİ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇLAR DEĞİŞKEN FON,TRYGAPO00995,101,2.700
GVI,GARANTİ PORTFÖY ÜÇÜNCÜ FON SEPETİ FONU,TRYGAPO00938,102,1.900
GYK,INVEO PORTFÖY BORÇLANMA ARAÇLARI (TL) FONU,TRYGDKM00028,100,1.500
GZG,GARANTİ PORTFÖY SAĞLIK SEKTÖRÜ DEĞİŞKEN FON,TRYGAPO00656,101,2.700
GZH,GARANTİ PORTFÖY TEMİZ ENERJİ DEĞİŞKEN FON,TRYGAPO00417,101,2.700
GZJ,GARANTİ PORTFÖY İKİNCİ FON SEPETİ FONU,TRYGAPO00466,102,1.900
GZL,GARANTİ PORTFÖY TARIM VE GIDA SEKTÖRÜ DEĞİŞKEN FON,TRYGAPO00664,101,2.700
GZM,GLOBAL MD PORTFOY YONETIMI AS DINAMIK SERBEST FON - TRYGMDP00076,TRYGMDP00076,108,2.900
GZN,GLOBAL MD PORTFOY YONETIMI AS BOGAZICI SERBEST FON - TRYGMDP00050,TRYGMDP00050,108,2.500
GZP,GARANTİ PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYGAPO00474,102,1.900
GZR,GARANTİ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO00409,104,2.200
GZV,GARANTİ PORTFÖY ESG SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,TRYGAPO00441,102,2.900
GZY,GARANTİ PORTFÖY TURİZM VE SEYAHAT SEKTÖRÜ DEĞİŞKEN FON,TRYGAPO00672,101,2.700
GZZ,GARANTİ PORTFÖY FİNANS SEKTÖRÜ DEĞİŞKEN FON,TRYGAPO00649,101,2.000
HAM,HEDEF PORTFÖY ALTIN KATILIM FONU,TRYHDFP00797,114,1.500
HAR,BV PORTFÖY HARMONY SERBEST FON,TRYBVPY00223,108,2.880
HAT,HEDEF PORTFÖY ATLAS İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00706,108,4.000
HBF,HSBC PORTFÖY ALTIN FONU,TRMDAFWWWWW1,105,1.800
HBN,HSBC PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYHSPO00078,102,2.000
HBU,HSBC PORTFÖY BİST 30 ENDEKSİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMDUFWWWWW9,104,1.000
HDA,HEDEF PORTFÖY DÖRDÜNCÜ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00557,108,3.500
HDK,HEDEF PORTFÖY VEGA İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00516,108,5.000
HEH,HEDEF PORTFÖY ALGO EVEREST İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00417,108,4.500
HFI,HEDEF PORTFÖY İKİNCİ KATILIM HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00656,108,2.000
HFR,A1 CAPITAL PORTFOY HISSE SENEDI (TL) FONU (HISSE SENEDI YOGUN FON) - TRYA1PS00067,TRYA1PS00067,104,2.750
HGM,HEDEF PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYHDFP00490,104,2.700
HGR,HEDEF PORTFOY ALGORITMIK STRATEJILER SERBEST FON - TRYHDFP01167,TRYHDFP01167,108,3.750
HIA,HEDEF PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,TRYHDFP01142,108,3.500
HIH,GARANTİ  PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYGAPO01514,104,3.200
HIM,HEDEF PORTFÖY İKİNCİ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00524,108,3.750
HIZ,AZİMUT PORTFÖY DİNAMİK DEĞİŞKEN FON,TRYAZIM01406,101,2.350
HJB,HEDEF PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYHDFP00169,101,3.000
HKG,ZİRAAT PORTFÖY HALK'IN ÜRETEN KADINLARI DEĞİŞKEN FON,TRYZIPO00949,101,2.250
HKH,HEDEF PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYHDFP00334,104,2.700
HKJ,HEDEF PORTFÖY PARA PİYASASI SERBEST FON,TRYHDFP00789,108,1.000
HKR,HSBC PORTFÖY KIRMIZI HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYHSPO00086,108,2.900
HMC,HEDEF PORTFÖY EKİNOKS SERBEST (TL) FON,TRYHDFP00193,108,3.000
HMG,HSBC PYŞ MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON(HİSSE SENEDİ YOĞUN FON),TRYHSPO00037,108,2.500
HML,HEDEF PORTFÖY KATILIM SERBEST (DÖVİZ) FON,TRYHDFP01035,108,0.750
HMS,HSBC PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYHSPO00045,104,2.000
HNC,HEDEF PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYHDFP00946,104,3.000
HOA,HSBC PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,TRYHSBC00461,101,1.752
HOY,HSBC PORTFÖY YABANCI BYF FON SEPETI,TRYHSBC00479,102,2.008
HP3,HEDEF PORTFÖY LİDYA SERBEST (DÖVİZ) FON,TRYHDFP00425,108,0.750
HPD,HSBC PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYHSBC00180,101,2.500
HPH,HEDEF PORTFÖY PARA PIYASASI KATILIM FONU,TRYHDFP00839,114,1.250
HPO,HSBC PORTFÖY ÇOKLU VARLIK BİRİNCİ DEĞİŞKEN FON,TRYHSBC00198,101,1.533
HPT,HSBC PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TRYHSBC00362,100,2.370
HSA,HSBC PORTFÖY DEĞİŞKEN (TL) FON,TRMDM1WWWWW2,101,2.500
HSL,HSBC PORTFÖY PARA PİYASASI (TL) FONU,TRMDM2WWWWW0,107,1.250
HST,HSBC PORTFÖY  BORÇLANMA ARAÇLARI (TL) FONU,TRMDBTWWWWW0,100,2.190
HTF,HSBC PORTFÖY PARA PİYASASI SERBEST (TL) FON,TRYHSPO00201,108,1.000
HTJ,HEDEF PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,TRYHDFP00847,101,2.950
HTS,HSBC PORTFÖY ALTINCI SERBEST (DÖVİZ) FON,TRYHSPO00193,108,2.000
HVI,DENİZ PORTFÖY HOLDİNGLER VE İŞTİRAKLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP01742,104,1.900
HVK,HEDEF PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,TRYHDFP00243,100,2.250
HVT,ALLBATROSS PORTFÖY BİRİNCİ PARA PİYASASI (TL) FONU,TRYALBT00028,107,1.250
HVU,ALLBATROSS PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYALBT00036,101,2.100
HVZ,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYALBT00044,104,2.700
HYP,AZİMUT PORTFÖY İVME SERBEST FON,TRYAZIM00382,108,3.200
HYU,HSBC PORTFÖY KISA VADELİ SERBEST (TL) FON,TRYHSPO00177,108,0.750
HYV,HEDEF PORTFÖY PARA PİYASASI (TL) FONU,TRYHDFP00078,107,1.250
IAE,İSTANBUL PORTFÖY AGRESİF DEĞİŞKEN FON,TRYISTP00604,101,3.150
IAM,İŞ PORTFÖY AGRESİF FON SEPETİ FONU,TRYISPO01512,102,2.500
IAR,İSTANBUL PORTFÖY DÖRDÜNCÜ SERBEST FON,TRYISTP00067,108,2.621
IAT,İŞ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,TRYISMD00027,114,1.750
IAU,PARDUS PORTFÖY İKİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYA1PY00164,108,1.500
IAY,INVEO PORTFÖY ALTIN KATILIM FONU,TRYGEPO00542,114,1.500
IBB,İŞ PORTFÖY ATAK DEĞİŞKEN FON,TRYISPO00183,101,2.000
ICA,ICBC TURKEY PORTFÖY ALTIN FONU,TRYTKSB00014,105,1.750
ICC,ICBC TURKEY PORTFÖY İKİNCİ DEĞİŞKEN FON,TRMTMDWWWWW7,101,2.000
ICD,ICBC TURKEY PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRMTL2WWWWW3,101,1.950
ICE,ICBC TURKEY PORTFOY PARA PİYASASI (TL) FONU,TRMTL1WWWWW5,107,1.240
ICF,ICBC TURKEY PORTFÖY HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TRMTL3WWWWW1,104,2.000
ICS,ICBC TURKEY PORTFÖY SERBEST (DÖVİZ) FON,TRYICBC00018,108,1.000
ICV,ICBC TURKEY PORTFÖY BİRİNCİ SERBEST FON,TRYICBC00026,108,0.750
ICZ,AK PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYAKPO00880,104,2.900
IDD,LOGOS PORTFÖY DİNAMİK DAĞIMLI SERBEST FON,TRYISMD00167,108,2.099
IDF,İŞ PORTFÖY SERBEST (DÖVİZ) FON,TRYISPO00241,108,1.000
IDH,İŞ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYISPO00613,104,3.200
IDI,AZİMUT PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYAZIM01505,104,2.950
IDL,AKTİF PORTFÖY PARA PİYASASI (TL) FONU,TRYMKFT00190,107,0.950
IDO,İŞ PORTFÖY ONDOKUZUNCU SERBEST (DÖVİZ-AVRO) FON,TRYISPO01462,108,0.600
IDY,TEB PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYOYKB00013,101,2.500
IEN,İSTANBUL PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYISTP00810,108,0.000
IEV,İŞ PORTFÖY TAŞIMACILIK DEĞİŞKEN FON,TRYISPO00894,101,2.500
IFN,ICBC TURKEY PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TRYICBC00042,104,2.000
IFV,ICBC TURKEY PORTFÖY BİRİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TRYICBC00059,100,1.700
IHA,ALLBATROSS PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYALBT00150,104,2.750
IHC,INVEO PORTFÖY INTER SERBEST FON,TRYGEPO00229,108,2.280
IHK,İŞ PORTFÖY İŞ'TE KADIN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYISPO00654,104,3.200
